internationalSecNumber,typeOfSubmission,description,url,dateModified
NGUCAP000004,Corporate Actions,UNITED CAPITAL-CLOSED PERIOD,https://doclib.ngxgroup.com/Financial_NewsDocs/16265_UNITED_CAPITAL-CLOSED_PERIOD_CORPORATE_ACTIONS_JANUARY_2017.pdf,2017-01-31T09:42:13Z
NGUNITYBANK3,Corporate Actions,UNITY BANK PLC- NOTIFICATION ON RELEASE OF AUDITED FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2020,https://doclib.ngxgroup.com/Financial_NewsDocs/32986_UNITY_BANK_PLC UNITY_BANK_PLC_ _NOTIFICATION_ON_RELEAS.pdf,2021-04-09T18:29:55Z
NGUNITYBANK3,Annual General Meeting (AGM),UNITY BANK PLC- NOTICE OF ANNUAL GENERAL MEETING (AGM),https://doclib.ngxgroup.com/Financial_NewsDocs/31330_UNITY_BANK_PLC-_NOTICES_OF_ANNUAL_GENERAL_MEETING_(AGM.pdf,2020-08-31T14:34:38Z
NGUNITYBANK3,Corporate Actions,Unity Bank - Appointment of Company Secretary,https://doclib.ngxgroup.com/Financial_NewsDocs/28521_UNITY_BANK_PLC_CORPORATE_ACTIONS_JANUARY_2020.pdf,2020-01-06T07:57:15Z
NGUNITYBANK3,Corporate Actions,Unity Bank Plc - Notice of Annual General Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/27626_UNITY_BANK_PLC_CORPORATE_ACTIONS_SEPTEMBER_2019.pdf,2019-09-25T08:29:42Z
NGUNITYBANK3,Corporate Actions,Unity Bank Plc - Press Release on Fire Incident at the Banks's Head Office,https://doclib.ngxgroup.com/Financial_NewsDocs/27604_UNITY_BANK_PLC_CORPORATE_ACTIONS_SEPTEMBER_2019.pdf,2019-09-23T16:04:05Z
NGUNITYBANK3,Corporate Actions,UNITY BANK PLC - Allegation of N7b Indebtedness,https://doclib.ngxgroup.com/Financial_NewsDocs/UNITY%20BANK%20PLC%20-%20PRESS%20RELEASE%20ON%20ALLEGATION%20OF%20N7BN%20INDEBTEDNESS.pdf,2019-05-27T10:29:32Z
NGUNITYBANK3,Corporate Actions,Unity Bank Plc - Notification of Board and Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/24796_UNITY_BANK_PLC_CORPORATE_ACTIONS_JANUARY_2019.pdf,2019-01-23T15:33:35Z
NGUNITYBANK3,Corporate Actions,Unity Bank Plc - Notice of Annual General Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/24462_UNITY_BANK_PLC_CORPORATE_ACTIONS_NOVEMBER_2018.pdf,2018-11-23T09:51:10Z
NGUNITYBANK3,Corporate Actions,Unity Bank Plc - Press Release on Late Filing of Financials,https://doclib.ngxgroup.com/Financial_NewsDocs/24379_UNITY_BANK_PLC_CORPORATE_ACTIONS_NOVEMBER_2018.pdf,2018-11-02T11:43:04Z
NGUNITYBANK3,Corporate Actions,Unity Bank Plc - Delay in Filing 2018 Q1 Accts,https://doclib.ngxgroup.com/Financial_NewsDocs/22322_UNITY_BANK_PLC_CORPORATE_ACTIONS_MAY_2018.pdf,2018-05-15T17:58:51Z
NGUNITYBANK3,Corporate Actions,Unity Bank - Appointment of Executive Directors,https://doclib.ngxgroup.com/Financial_NewsDocs/21662_UNITY_BANK_PLC_CORPORATE_ACTIONS_APRIL_2018.pdf,2018-04-06T12:54:14Z
NGUNITYBANK3,Corporate Actions,Unity Bank - Delay in Filing Dec 2017 Audited Financial Statement,https://doclib.ngxgroup.com/Financial_NewsDocs/21654_UNITY_BANK_PLC_CORPORATE_ACTIONS_APRIL_2018.pdf,2018-04-06T07:33:51Z
NGUNITYBANK3,Corporate Actions,Unity Bank Plc - Response to Milost Global Inc. Publications,https://doclib.ngxgroup.com/Financial_NewsDocs/21434_UNITY_BANK_PLC_CORPORATE_ACTIONS_MARCH_2018.pdf,2018-03-29T09:55:31Z
NGUNITYBANK3,Corporate Actions,Unity Bank Plc - Purported Investment in Unity Bank Plc,https://doclib.ngxgroup.com/Financial_NewsDocs/21300_UNITY_BANK_PLC_CORPORATE_ACTIONS_MARCH_2018.pdf,2018-03-21T11:49:17Z
NGUNITYBANK3,Corporate Actions,Unity Bank - Retirement of Executive Director,https://doclib.ngxgroup.com/Financial_NewsDocs/20626_UNITY_BANK_PLC_CORPORATE_ACTIONS_JANUARY_2018.pdf,2018-01-05T14:06:06Z
NGUNITYBANK3,Corporate Actions,Unity Bank Plc - Appointment,https://doclib.ngxgroup.com/Financial_NewsDocs/20490_UNITY_BANK_PLC_CORPORATE_ACTIONS_DECEMBER_2017.pdf,2017-12-05T07:13:53Z
NGUNITYBANK3,Corporate Actions,Unity Bank-Retirement of Chairman,https://doclib.ngxgroup.com/Financial_NewsDocs/19997_UNITY_BANK-RETIREMENT_OF_CHAIRMAN_CORPORATE_ACTIONS_OCTOBER_2017.pdf,2017-10-26T09:34:31Z
NGUNITYBANK3,Corporate Actions,UNITY BANK - BOARD CHANGES,https://doclib.ngxgroup.com/Financial_NewsDocs/18924_UNITY_BANK_-_BOARD_CHANGES_CORPORATE_ACTIONS_JULY_2017.pdf,2017-07-21T18:15:04Z
NGUNITYBANK3,Corporate Actions,UNITY BANK - DIRECTOR RESIGNATION,https://doclib.ngxgroup.com/Financial_NewsDocs/18208_UNITY_BANK_-_DIRECTOR_RESIGNATION_CORPORATE_ACTIONS_MAY_2017.pdf,2017-05-22T10:48:31Z
NGUNITYBANK3,Corporate Actions,UNITY BANK - DELAY IN FILING ACCTS,https://doclib.ngxgroup.com/Financial_NewsDocs/17374_UNITY_BANK_-_DELAY_IN_FILING_ACCTS_CORPORATE_ACTIONS_APRIL_2017.pdf,2017-04-05T13:33:28Z
NGUNITYBANK3,Corporate Actions,UNITY BANK PLC - APPOINTMENT,https://doclib.ngxgroup.com/Financial_NewsDocs/16825_UNITY_BANK_PLC_-_APPOINTMENT_CORPORATE_ACTIONS_MARCH_2017.pdf,2017-03-21T18:11:43Z
NGUNITYBANK3,Corporate Actions,UNITY BANK CORP HQ RELOCATION,https://doclib.ngxgroup.com/Financial_NewsDocs/11869_UNITY_BANK_CORP_HQ_RELOCATION_CORPORATE_ACTIONS_JANUARY_2016.pdf,2016-01-18T14:44:57Z
NGUNIVINSUR9,Corporate Actions,UNIVERSAL INSURANCE PLC-LATE FILING OF AFS 2020,https://doclib.ngxgroup.com/Financial_NewsDocs/32982_UNIVERSAL_INSURANCE_PLC LATE_FILING_OF_AFS_2020_CORPOR.pdf,2021-04-09T18:03:08Z
NGUNIVINSUR9,Corporate Actions,UNIVERSAL INSURANCE PLC-LATE FILING OF 2020 Q1 UFS,https://doclib.ngxgroup.com/Financial_NewsDocs/30836_UNIVERSAL_INSURANCE_PLC-LATE_FILING_OF_2020_Q1_UFS_COR.pdf,2020-07-07T15:20:10Z
NGUNIVINSUR9,Corporate Actions,Universal Insurance Plc - Late Filing of 2019 AFS,https://doclib.ngxgroup.com/Financial_NewsDocs/30506_UNIVERSAL_INSURANCE_PLC_CORPORATE_ACTIONS_JUNE_2020.pdf,2020-06-10T17:11:54Z
NGUNIVINSUR9,Corporate Actions,Universal Insurance Plc - Notice of 48th and 49th Annual General Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/28344_UNIVERSAL_INSURANCE_PLC_CORPORATE_ACTIONS_DECEMBER_2019.pdf,2019-12-04T14:17:58Z
NGUNIVINSUR9,Corporate Actions,Universal Insurance Plc - AGM for 2017 and 2018 Financial Years,https://doclib.ngxgroup.com/Financial_NewsDocs/28270_UNIVERSAL_INSURANCE_PLC_CORPORATE_ACTIONS_NOVEMBER_2019.pdf,2019-11-20T13:30:42Z
NGUNIVINSUR9,Corporate Actions,Universal Insurance Plc - Appointment of Non-Executive Directive,https://doclib.ngxgroup.com/Financial_NewsDocs/27543_UNIVERSAL_INSURANCE_PLC_CORPORATE_ACTIONS_SEPTEMBER_2019.pdf,2019-09-12T14:01:55Z
NGUNIVINSUR9,Corporate Actions,Universal Insurance Plc - Partnership with NURTW,https://doclib.ngxgroup.com/Financial_NewsDocs/27329_UNIVERSAL_INSURANCE_PLC_CORPORATE_ACTIONS_AUGUST_2019.pdf,2019-08-06T16:38:06Z
NGUNIVINSUR9,Corporate Actions,Universal Insurance Plc - Notice for Delay in Filing 2019 Q1 Accounts,https://doclib.ngxgroup.com/Financial_NewsDocs/25869_UNIVERSAL_INSURANCE_PLC_CORPORATE_ACTIONS_APRIL_2019.pdf,2019-04-24T14:56:16Z
NGUNIVINSUR9,Corporate Actions,Universal Insurance Plc - Notice of Late Filing of 2018 Audited Accounts,https://doclib.ngxgroup.com/Financial_NewsDocs/25165_UNIVERSAL_INSURANCE_PLC_CORPORATE_ACTIONS_MARCH_2019.pdf,2019-03-05T13:59:06Z
NGUNIVINSUR9,Corporate Actions,Universal Insurance Plc - Postponement of AGM,https://doclib.ngxgroup.com/Financial_NewsDocs/24246_UNIVERSAL_INSURANCE_PLC_CORPORATE_ACTIONS_OCTOBER_2018.pdf,2018-10-30T12:53:32Z
NGUNIVINSUR9,Corporate Actions,Universal Insurance Plc - Board Resolutions,https://doclib.ngxgroup.com/Financial_NewsDocs/23581_UNIVERSAL_INSURANCE_PLC_CORPORATE_ACTIONS_SEPTEMBER_2018.pdf,2018-09-05T12:19:29Z
NGUNIVINSUR9,Corporate Actions,Universal Insurance Plc - Notice of Board Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/23497_UNIVERSAL_INSURANCE_PLC_CORPORATE_ACTIONS_AUGUST_2018.pdf,2018-08-24T13:48:16Z
NGUNIVINSUR9,Corporate Actions,Universal Insurance Plc - Late Filing of 2018 Half Year Accts.,https://doclib.ngxgroup.com/Financial_NewsDocs/23315_UNIVERSAL_INSURANCE_PLC_CORPORATE_ACTIONS_AUGUST_2018.pdf,2018-08-06T10:23:22Z
NGUNIVINSUR9,Corporate Actions,Universal Insurance Plc - Late filing of 2017 AFS and 2018 Q1,https://doclib.ngxgroup.com/Financial_NewsDocs/23194_UNIVERSAL_INSURANCE_PLC_CORPORATE_ACTIONS_JULY_2018.pdf,2018-07-30T15:25:16Z
NGUNIVINSUR9,Corporate Actions,Universal Insurance Company Plc - Non Filing of 2017 Audited Financial Statements,https://doclib.ngxgroup.com/Financial_NewsDocs/22837_UNIVERSAL_INSURANCE_COMPANY_PLC_CORPORATE_ACTIONS_JULY_2018.pdf,2018-07-11T16:13:46Z
NGUNIVINSUR9,Corporate Actions,"Universal Insurance Plc - Appointment of ED, Technical",https://doclib.ngxgroup.com/Financial_NewsDocs/22481_UNIVERSAL_INSURANCE_COMPANY_PLC_CORPORATE_ACTIONS_JUNE_2018.pdf,2018-06-06T14:47:38Z
NGUNIVINSUR9,Corporate Actions,Universal Insurance Plc- Notice of Annual General Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/20451_UNIVERSAL_INSURANCE_COMPANY_PLC_CORPORATE_ACTIONS_NOVEMBER_2017.pdf,2017-11-29T09:48:38Z
NGUNIVINSUR9,Corporate Actions,Universal Insurance Plc - Late Filing of AFS,https://doclib.ngxgroup.com/Financial_NewsDocs/20453_UNIVERSAL_INSURANCE_COMPANY_PLC_CORPORATE_ACTIONS_NOVEMBER_2017.pdf,2017-11-29T09:47:44Z
NGUPL0000008,Board Meeting (BM),UNIVERSITY PRESS PLC.- NOTICE OF BOARD MEETING (BM),https://doclib.ngxgroup.com/Financial_NewsDocs/32476_UNIVERSITY_PRESS_PLC _NOTICES_OF_BOARD_MEETING_(BM)_ .pdf,2021-02-26T13:54:30Z
NGUPL0000008,Board Meeting (BM),UNIVERSITY PRESS PLC.- NOTICE OF BOARD MEETING (BM),https://doclib.ngxgroup.com/Financial_NewsDocs/31912_UNIVERSITY_PRESS_PLC _NOTICES_OF_BOARD_MEETING_(BM)_ .pdf,2020-11-18T09:06:30Z
NGUPL0000008,Annual General Meeting (AGM),UNIVERSITY PRESS PLC.- NOTICE OF ANNUAL GENERAL MEETING (AGM),https://doclib.ngxgroup.com/Financial_NewsDocs/31422_UNIVERSITY_PRESS_PLC.-_NOTICES_OF_ANNUAL_GENERAL_MEETI.pdf,2020-09-15T15:50:31Z
NGUPL0000008,Board Meeting (BM),UNIVERSITY PRESS PLC.- NOTICE OF BOARD MEETING (BM),https://doclib.ngxgroup.com/Financial_NewsDocs/31421_UNIVERSITY_PRESS_PLC.-_NOTICES_OF_BOARD_MEETING_(BM)_-.pdf,2020-09-15T15:35:52Z
NGUPL0000008,Board Meeting (BM),UNIVERSITY PRESS PLC.- NOTICES OF BOARD MEETING (BM) - NOTICE,https://doclib.ngxgroup.com/Financial_NewsDocs/31015_UNIVERSITY_PRESS_PLC.-_NOTICES_OF_BOARD_MEETING_(BM)_-.pdf,2020-07-28T11:13:15Z
NGUPL0000008,Corporate Actions,University Press Plc - Profit Warning; Third Quarter 2019 Forecast,https://doclib.ngxgroup.com/Financial_NewsDocs/28361_UNIVERSITY_PRESS_PLC._CORPORATE_ACTIONS_DECEMBER_2019.pdf,2019-12-05T16:34:04Z
NGUPL0000008,Corporate Actions,University Press - Board Changes,https://doclib.ngxgroup.com/Financial_NewsDocs/26631_UNIVERSITY_PRESS_PLC._CORPORATE_ACTIONS_JULY_2019.pdf,2019-07-08T09:01:07Z
NGUPL0000008,Corporate Actions,University Press Plc - Dividend Information,https://doclib.ngxgroup.com/Financial_NewsDocs/26541_UNIVERSITY_PRESS_PLC._CORPORATE_ACTIONS_JULY_2019.pdf,2019-07-01T16:11:47Z
NGUPL0000008,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'University Press Plc - Dividend Information')])",https://doclib.ngxgroup.com/Financial_NewsDocs/22760_UNIVERSITY_PRESS_PLC._CORPORATE_ACTIONS_JULY_2018.pdf,2018-07-03T16:39:03Z
NGUPDCREIT01,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'UPDC REIT - Notice of Distribution to Unit Holders')])",https://doclib.ngxgroup.com/Financial_NewsDocs/27729__UPDC_REAL_ESTATE_INVESTMENT_TRUST_CORPORATE_ACTIONS_OCTOBER_2019.pdf,2019-10-10T10:39:16Z
NGUPDCREIT01,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'UPDC Real Estate Investment Trust - Notice of Interim Dividend')])",https://doclib.ngxgroup.com/Financial_NewsDocs/23990__UPDC_REAL_ESTATE_INVESTMENT_TRUST_CORPORATE_ACTIONS_OCTOBER_2018.pdf,2018-10-23T16:05:41Z
NGUPDCREIT01,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'UPDC Real Estate Investment Trust - Distribution Announcement')])",https://doclib.ngxgroup.com/Financial_NewsDocs/23445__UPDC_REAL_ESTATE_INVESTMENT_TRUST_CORPORATE_ACTIONS_AUGUST_2018.pdf,2018-08-15T08:26:01Z
NGUPDCREIT01,Corporate Actions,UPDC Reits -Key Performance Metric,https://doclib.ngxgroup.com/Financial_NewsDocs/19985_UPDC_REITS_-KEY_PERFORMANCE_METRIC_CORPORATE_ACTIONS_OCTOBER_2017.pdf,2017-10-25T12:49:16Z
NGSIMCAPVAL6,Corporate Actions,VALUALLIANCE VALUE FUND-VALUALLIANCE ASSET MANAGEMENT LIMITED - NOTIFICATION ON APPOINTMENT OF DIRECTORS,https://doclib.ngxgroup.com/Financial_NewsDocs/32529_VALUALLIANCE_VALUE_FUND VALUALLIANCE_ASSET_MANAGEMENT_.pdf,2021-03-03T18:30:07Z
NGSIMCAPVAL6,Annual General Meeting (AGM),VALUALLIANCE VALUE FUND - NOTICE OF ANNUAL GENERAL MEETING (AGM),https://doclib.ngxgroup.com/Financial_NewsDocs/31964_VALUALLIANCE_VALUE_FUND _NOTICES_OF_ANNUAL_GENERAL_MEE.pdf,2020-11-25T16:05:44Z
NGSIMCAPVAL6,Corporate Actions,VALUALLIANCE VALUE FUND - PRESS RELEASE FYE 30TH JUNE 2020,https://doclib.ngxgroup.com/Financial_NewsDocs/31962_VALUALLIANCE_VALUE_FUND PRESS_RELEASE_ _VALUALLIANCE_V.pdf,2020-11-25T15:56:32Z
NGSIMCAPVAL6,Corporate Actions,VALUALLIANCE VALUE FUND - DISTRIBUTION DECLARATION FYE 30TH JUNE 2020,https://doclib.ngxgroup.com/Financial_NewsDocs/31963_VALUALLIANCE_VALUE_FUND DISTRIBUTION_DECLARATION_FOR_T.pdf,2020-11-25T15:56:03Z
NGSIMCAPVAL6,Corporate Actions,VALUEALLIANCE VALUE FUND-VALUALLIANCE VALUE FUND _ ANNUOUNCEMENT TO THE NSE,https://doclib.ngxgroup.com/Financial_NewsDocs/31398_VALUEALLIANCE_VALUE_FUND-VALUALLIANCE_VALUE_FUND___ANN.pdf,2020-09-10T17:52:05Z
NGSIMCAPVAL6,Corporate Actions,ValuAlliance Value Fund - Distribution for 2019 AFS,https://doclib.ngxgroup.com/Financial_NewsDocs/28281_VALUEALLIANCE_VALUE_FUND_CORPORATE_ACTIONS_NOVEMBER_2019.pdf,2019-11-21T08:20:42Z
NGSIMCAPVAL6,Corporate Actions,ValuAlliance Value Fund - Notice of Annual General Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/28280_VALUEALLIANCE_VALUE_FUND_CORPORATE_ACTIONS_NOVEMBER_2019.pdf,2019-11-20T16:59:43Z
NGSIMCAPVAL6,Corporate Actions,ValuAlliance Value Fund - 2019 Audited Financial Highlights,https://doclib.ngxgroup.com/Financial_NewsDocs/28278_VALUEALLIANCE_VALUE_FUND_CORPORATE_ACTIONS_NOVEMBER_2019.pdf,2019-11-20T16:57:16Z
NGSIMCAPVAL6,Corporate Actions,ValuAlliance Value Fund - Demise of a Director,https://doclib.ngxgroup.com/Financial_NewsDocs/27702_VALUEALLIANCE_VALUE_FUND_CORPORATE_ACTIONS_OCTOBER_2019.pdf,2019-10-07T11:47:26Z
NGSIMCAPVAL6,Corporate Actions,ValuAlliance Value Fund - Delay in Filing of Audited Accounts,https://doclib.ngxgroup.com/Financial_NewsDocs/27664_VALUEALLIANCE_VALUE_FUND_CORPORATE_ACTIONS_SEPTEMBER_2019.pdf,2019-10-04T12:56:38Z
NGSIMCAPVAL6,Corporate Actions,Valualliance Value Fund  - Delay in Filing 3 Months Financial Statements,https://doclib.ngxgroup.com/Financial_NewsDocs/24610_VALUEALLIANCE_VALUE_FUND_CORPORATE_ACTIONS_DECEMBER_2018.pdf,2018-12-18T14:26:47Z
NGSIMCAPVAL6,Corporate Actions,ValuAlliance Value Fund - Financial Highlights and Proposed Distribution,https://doclib.ngxgroup.com/Financial_NewsDocs/24505_VALUEALLIANCE_VALUE_FUND_CORPORATE_ACTIONS_NOVEMBER_2018.pdf,2018-12-03T07:11:28Z
NGSIMCAPVAL6,Corporate Actions,ValuAlliance Value Fund - Notice of Annual General Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/24447_VALUEALLIANCE_VALUE_FUND_CORPORATE_ACTIONS_NOVEMBER_2018.pdf,2018-11-19T14:35:25Z
NGSIMCAPVAL6,Corporate Actions,ValuAlliance Value Fund - Distribution Information,https://doclib.ngxgroup.com/Financial_NewsDocs/24448_VALUEALLIANCE_VALUE_FUND_CORPORATE_ACTIONS_NOVEMBER_2018.pdf,2018-11-19T14:34:36Z
NGSIMCAPVAL6,Corporate Actions,Valuealliance Value Fund - Delay in Filing Audited Account for the year ended 30 June 2018,https://doclib.ngxgroup.com/Financial_NewsDocs/23772_VALUEALLIANCE_VALUE_FUND_CORPORATE_ACTIONS_SEPTEMBER_2018.pdf,2018-09-28T12:47:13Z
NGSIMCAPVAL6,Corporate Actions,ValuAlliance Value Fund - Notification of Change of Name,https://doclib.ngxgroup.com/Financial_NewsDocs/22793_VALUALLIANCE_VALUE_FUND_CORPORATE_ACTIONS_JULY_2018.pdf,2018-07-05T12:18:25Z
NGSIMCAPVAL6,Corporate Actions,Sim Capital Alliance Value Fund - Notice of AGM,https://doclib.ngxgroup.com/Financial_NewsDocs/20460_SIM_CAPITAL_ALLIANCE_VALUE_FUND_CORPORATE_ACTIONS_NOVEMBER_2017.pdf,2017-11-30T06:47:03Z
NGSIMCAPVAL6,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'Sim Capital Alliance Value Fund - Corporate Action')])",https://doclib.ngxgroup.com/Financial_NewsDocs/20442_SIM_CAPITAL_ALLIANCE_VALUE_FUND_CORPORATE_ACTIONS_NOVEMBER_2017.pdf,2017-11-28T10:05:41Z
NGSIMCAPVAL6,Corporate Actions,SIM CAPITAL - LATE FILING OF AFS,https://doclib.ngxgroup.com/Financial_NewsDocs/19701_SIM_CAPITAL_-_LATE_FILING_OF_AFS_CORPORATE_ACTIONS_SEPTEMBER_2017.pdf,2017-09-28T15:25:07Z
NGUNITYKAP04,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'VERITAS KAPITAL ASSURANCE PLC-NOTIFICATION OF 1ST QUARTER AND 2021 BOARD MEETING')])",https://doclib.ngxgroup.com/Financial_NewsDocs/32950_VERITAS_KAPITAL_ASSURANCE_PLC NOTIFICATION_OF_1ST_QUAR.pdf,2021-04-06T16:57:29Z
NGUNITYKAP04,Corporate Actions,VERITAS KAPITAL ASSURANCE PLC-SUSTAINABILITY REPORT FOR PERIOD ENDED 31 DECEMBER 2020,https://doclib.ngxgroup.com/Financial_NewsDocs/32801_VERITAS_KAPITAL_ASSURANCE_PLC SUSTAINABILITY_REPORT_FO.pdf,2021-03-31T08:05:42Z
NGUNITYKAP04,Corporate Actions,VERITAS KAPITAL ASSURANCE PLC - AUDITED FINANCIAL STATEMENT FOR 2020,https://doclib.ngxgroup.com/Financial_NewsDocs/32803_VERITAS_KAPITAL_ASSURANCE_PLC VERITAS_KAPITAL_ASSURANC.pdf,2021-03-31T08:03:08Z
NGUNITYKAP04,Corporate Actions,VERITAS KAPITAL ASSURANCE PLC - NCCG CORPORATE GOVERNANCE REPORT,https://doclib.ngxgroup.com/Financial_NewsDocs/32802_VERITAS_KAPITAL_ASSURANCE_PLC NCCG_CORPORATE_GOVERNANC.pdf,2021-03-31T07:58:13Z
NGUNITYKAP04,Board Meeting (BM),VERITAS KAPITAL ASSURANCE PLC- NOTICE OF BOARD MEETING (BM),https://doclib.ngxgroup.com/Financial_NewsDocs/32366_VERITAS_KAPITAL_ASSURANCE_PLC _NOTICES_OF_BOARD_MEETIN.pdf,2021-02-04T16:39:19Z
NGUNITYKAP04,Corporate Actions,VERITAS KAPITAL ASSURANCE PLC - UPDATE ON Q4 UFS,https://doclib.ngxgroup.com/Financial_NewsDocs/32319_VERITAS_KAPITAL_ASSURANCE_PLC Q4_2020_UNAUDITED_FINANC.pdf,2021-01-29T18:38:31Z
NGUNITYKAP04,Corporate Actions,VERITAS KAPITAL ASSURANCE PLC-SUSTAINABILITY REPORT,https://doclib.ngxgroup.com/Financial_NewsDocs/31517_VERITAS_KAPITAL_ASSURANCE_PLC SUSTAINABILITY_REPORT_CO.pdf,2020-10-02T09:51:18Z
NGUNITYKAP04,Board Meeting (BM),"OrderedDict([('@xml:space', 'preserve'), ('#text', 'VERITAS KAPITAL ASSURANCE PLC- NOTICE OF BOARD MEETING (BM)')])",https://doclib.ngxgroup.com/Financial_NewsDocs/31454_VERITAS_KAPITAL_ASSURANCE_PLC-_NOTICES_OF_BOARD_MEETIN.pdf,2020-09-23T09:39:56Z
NGUNITYKAP04,Corporate Actions,VERITAS KAPITAL ASSURANCE PLC-RESOLUTIONS PASSED AT 43RD AGM OF VERITAS KAPITAL ASSURANCE PLC,https://doclib.ngxgroup.com/Financial_NewsDocs/31020_VERITAS_KAPITAL_ASSURANCE_PLC-RESOLUTIONS_PASSED_AT_43.pdf,2020-07-28T14:19:13Z
NGUNITYKAP04,Corporate Actions,VERITAS KAPITAL ASSURANCE PLC  - LINK FOR LIVE STREAMING OF 43RD AGM,https://doclib.ngxgroup.com/Financial_NewsDocs/30963_VERITAS_KAPITAL_ASSURANCE_PLC-ANNOUNCEMENT_ON_LIVE_STR.pdf,2020-07-22T17:23:31Z
NGUNITYKAP04,Annual General Meeting (AGM),"OrderedDict([('@xml:space', 'preserve'), ('#text', 'VERITAS KAPITAL ASSURANCE PLC- NOTICES OF ANNUAL GENERAL MEETING (AGM) -')])",https://doclib.ngxgroup.com/Financial_NewsDocs/30782_VERITAS_KAPITAL_ASSURANCE_PLC-_NOTICES_OF_AN.pdf,2020-07-02T17:30:10Z
NGUNITYKAP04,Corporate Actions,Veritas Kapital Assurance Plc - Notice of Board Meeting and Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/30676_VERITAS_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_JUNE_2020.pdf,2020-06-26T08:52:35Z
NGUNITYKAP04,Corporate Actions,Veritas Kapital Assurance Plc - Notice of Board Meeting and Closed Period for 2020 Q1 Accounts,https://doclib.ngxgroup.com/Financial_NewsDocs/29700_VERITAS_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_APRIL_2020.pdf,2020-04-20T07:04:30Z
NGUNITYKAP04,Corporate Actions,Veritas Kapital Assurance Plc - Notice of Board Meeting and Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/29061_VERITAS_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_FEBRUARY_2020.pdf,2020-02-11T13:35:20Z
NGUNITYKAP04,Corporate Actions,Veritas Kapital Assurance - Notice of Extra-Ordinary General Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/28287_VERITAS_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_NOVEMBER_2019.pdf,2019-11-21T16:35:19Z
NGUNITYKAP04,Corporate Actions,Veritas Kapital Assurance Plc - Notice of Board Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/28282_VERITAS_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_NOVEMBER_2019.pdf,2019-11-21T13:35:57Z
NGUNITYKAP04,Corporate Actions,Veritas Kapital Assurance Plc - Appointment of Executive Director,https://doclib.ngxgroup.com/Financial_NewsDocs/27609_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_SEPTEMBER_2019.pdf,2019-09-24T10:43:30Z
NGUNITYKAP04,Corporate Actions,Veritas Kapital Assurance Plc - Appointment of New Managing Director/CEO,https://doclib.ngxgroup.com/Financial_NewsDocs/27520_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_SEPTEMBER_2019.pdf,2019-09-09T16:58:11Z
NGUNITYKAP04,Corporate Actions,Veritas Kapital Assurance Plc - Notice of Annual General Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/26258_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_MAY_2019.pdf,2019-05-27T10:28:50Z
NGUNITYKAP04,Corporate Actions,Veritas Kapital Assurance Plc - Notice of Delay in filing 2019 Q1 UFS,https://doclib.ngxgroup.com/Financial_NewsDocs/25798_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_APRIL_2019.pdf,2019-04-15T15:51:39Z
NGUNITYKAP04,Corporate Actions,Unity Kapital Assurance Plc - Notice of Delay in filing 2018 AFS,https://doclib.ngxgroup.com/Financial_NewsDocs/25155_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_MARCH_2019.pdf,2019-03-04T16:26:54Z
NGUNITYKAP04,Corporate Actions,Veritas Kapital Assurance Plc - Notice of Board Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/23923_UNITY_KAPITAL_ASSURANCE_PLC_CORPORATE_ACTIONS_OCTOBER_2018.pdf,2018-10-16T17:37:15Z
